,artist_name,song_name,score,chart_index,year,decade
1011,שי צברי ונבחרת הגרוב של המזרח התיכון,לווי אותי,0.4566744730679157,16,2015,2010
1012,שרית חדד,חיכיתי לו,0.518918918918919,36,2015,2010
1013,ישי לוי,עכשיו הוא חול,0.6108949416342413,34,2015,2010
1014,קפה שחור חזק ונצ'י נצ',יהיה בסדר,0.5547866205305652,23,2015,2010
1015,גבע אלון,אבא,0.6743589743589744,31,2015,2010
1016,קובי אפללו,לצידך,0.7210884353741497,40,2015,2010
1017,יובל דיין,בשעה טובה,0.4838160136286201,39,2015,2010
1018,עידן רייכל,לפני שייגמר,0.2936,8,2016,2010
1019,עידן רייכל,מעגלים,0.7593984962406015,10,2016,2010
1020,סאבלימינל ועדן גבאי,שרוטים,0.5905797101449275,2,2016,2010
1021,סטטיק ובן אל תבורי,סלסולים,0.5947176684881603,1,2016,2010
1022,אברהם טל,הימים עוברים,0.638235294117647,14,2016,2010
1023,אליעד,רוחות,0.4248847926267281,4,2016,2010
1024,יובל דיין,ליבי ער,0.36768149882903983,12,2016,2010
1025,דודו אהרון,הגורל הזה,0.7912280701754386,15,2016,2010
1026,אברהם טל,בוקר פרדס חנה,0.7233809001097695,17,2016,2010
1027,עומר אדם,אחרי כל השנים,0.4297153024911032,18,2016,2010
1028,אליעד,מיאמי,0.3852376137512639,7,2016,2010
1029,יהודית רביץ,דבר איתי באביב,0.5617977528089888,21,2016,2010
1030,אביאור מלסה,קיץ,0.460840890354493,6,2016,2010
1031,מוש בן ארי,פתאום,0.525,19,2016,2010
1032,דודו טסה,הגולה,0.6527545909849749,24,2016,2010
1033,חנן בן ארי,החיים שלנו תותים,0.5368589743589743,5,2016,2010
1034,עידן עמדי,עד שיעלה היום הבא,0.5716272600834492,26,2016,2010
1035,אליעד,אור,0.433502538071066,3,2016,2010
1036,עדן בן זקן,פיסה מזיכרוני,0.528554070473876,28,2016,2010
1037,שלמה ארצי,ואולי,0.5562310030395137,29,2016,2010
1038,אניה בוקשטיין,הכול עוד לפניי,0.5939849624060151,23,2016,2010
1039,רותם כהן,זה לא את,0.4037319762510602,20,2016,2010
1040,ארז לב ארי,את חירותי,0.5896860986547086,22,2016,2010
1041,אמיר דדון,לבחור נכון,0.5783475783475783,16,2016,2010
1042,דיקלה,הוא כותב לי מאמי,0.4222873900293255,25,2016,2010
1043,ארז לב ארי,נחום וציונה,0.7490445859872611,33,2016,2010
1044,עברי לידר ועופר מאירי,אור ראשון,0.5957446808510638,37,2016,2010
1045,בלקן ביט בוקס,I Trusted U,0.4782103428239396,36,2016,2010
1046,"האולטראס, איתי לוי ואילון מתנה",מסיבה בחיפה,0.44203821656050957,9,2016,2010
1047,רוני דלומי,תסתכל עליי,0.5362485615650172,38,2016,2010
1048,שלמה ארצי וישי ריבו,והאמת,0.5074224021592443,34,2016,2010
1049,"מופע הארנבות של ד""ר קספר",בוקר חדש,0.5094339622641509,27,2016,2010
1050,שלמה ארצי ודיקלה,מחמל נפשי,0.6061120543293718,31,2016,2010
1051,הדג נחש ושי צברי,שמש,0.4531590413943355,39,2016,2010
1052,עדן בן זקן,רציתי,0.7643504531722054,2,2017,2010
1053,אייל גולן,תבואי היום,0.5461928934010152,1,2017,2010
1054,אייל גולן,יפה לך להיות מאושרת,0.411214953271028,9,2017,2010
1055,עדן בן זקן,אף אחד,0.6194926568758344,6,2017,2010
1056,שרית חדד,למה לי,0.6851549755301795,12,2017,2010
1057,משה פרץ,כוס של יין,0.42744063324538256,11,2017,2010
1058,אייל גולן,תחזיר לי אותה,0.40985324947589097,15,2017,2010
1059,עומר אדם,מביט מהצד,0.7034313725490197,17,2017,2010
1060,עדן בן זקן,הייתי חוזרת,0.5220700152207002,18,2017,2010
1061,אייל גולן ועומר אדם,מזל,0.48412698412698413,16,2017,2010
1062,עומר אדם,בסוף הכול חולף,0.6518987341772152,10,2017,2010
1063,סטטיק ובן אל תבורי,זהב,0.6344892221180881,8,2017,2010
1064,סטטיק ובן אל תבורי,טודו בום,0.5995717344753747,4,2017,2010
1065,שרית חדד,היית איתה,0.6563307493540051,23,2017,2010
1066,נתן גושן,26,0.5679214402618658,24,2017,2010
1067,אביאור מלסה,הכול,0.5398550724637681,14,2017,2010
1068,נתן גושן,חיכיתי,0.6768595041322314,26,2017,2010
1069,אביתר בנאי,פרגולה,0.7314949201741655,27,2017,2010
1070,דודו אהרון,מזל מאזניים,0.5355404089581305,28,2017,2010
1071,אליעד,תמיד חלמתי,0.4733257661748014,5,2017,2010
1072,חנן בן ארי,ויקיפדיה,0.636085626911315,3,2017,2010
1073,שמעון בוסקילה ואליעד,לנשום,0.3482905982905983,29,2017,2010
1074,סטטיק ובן אל תבורי,סתם,0.6005528680027643,19,2017,2010
1075,נצ'י נצ',כל הזמן הזה,0.6176911544227887,13,2017,2010
1076,מוטי טקה,בלבלה,0.6352785145888594,21,2017,2010
1077,עדן חסון,שמישהו יעצור אותי,0.5797665369649806,7,2018,2010
1078,עומר אדם,פעם בחיים,0.4587360594795539,8,2018,2010
1079,עידן רייכל,ואם תבואי אליי,0.3184713375796178,3,2018,2010
1080,עדן בן זקן,חיים שלי,0.4389312977099237,6,2018,2010
1081,עומר אדם,שני משוגעים,0.4781382228490832,2,2018,2010
1082,עומר אדם,חברות שלך,0.6310679611650486,10,2018,2010
1083,עדן בן זקן,תל אביב בלילה,0.6,14,2018,2010
1084,עברי לידר,נסיכה שלי,0.45519348268839105,16,2018,2010
1085,איתי לוי,שתישרף האהבה,0.5655737704918032,15,2018,2010
1086,עומר אדם,אוהבת אותי אמיתי,0.551789077212806,18,2018,2010
1087,נדב גדג',אולי נדבר,0.5078125,5,2018,2010
1088,אייל גולן,האם להיות בך מאוהב,0.5439429928741093,21,2018,2010
1089,ישי ריבו,אחת ולתמיד,0.4412024756852343,20,2018,2010
1090,סטפן לגר,קומסי קומסה,0.4763681592039801,4,2018,2010
1091,עברי לידר,מוגזם,0.6401617250673854,24,2018,2010
1092,ישי ריבו,לשוב הביתה,0.46412037037037035,12,2018,2010
1093,בניה ברבי,מישהו איתי כאן,0.42958459979736574,13,2018,2010
1094,עידן רייכל,בראשית,0.5335515548281505,27,2018,2010
1095,נסרין קדרי,לומדת ללכת,0.6113207547169811,17,2018,2010
1096,נצ'י נצ',כפרה שלי,0.6374501992031872,19,2018,2010
1097,נועה קירל ואגם בוחבוט,אצל הדודה והדוד,0.654357459379616,29,2018,2010
1098,חנן בן ארי,מה אתה רוצה ממני,0.5265225933202358,28,2018,2010
1099,ישי ריבו,הינה ימים באים,0.4371700105596621,26,2018,2010
1100,אליעד,סוף השבוע,0.44188722669735325,30,2018,2010
1101,עילי בוטנר ואביב אלוש,הכי קרוב אלייך,0.4639358860195904,9,2018,2010
1102,ריטה ומשי קלינשטיין,קחי לך,0.4592422502870264,23,2018,2010
1103,נטע ברזילי,באסה סבבה,0.3419293218720153,10,2019,2010
1104,איתי לוי,קירות,0.532043530834341,2,2019,2010
1105,חנן בן ארי,אלוף העולם,0.5316455696202531,11,2019,2010
1106,ישי ריבו,הלב שלי,0.4482758620689655,6,2019,2010
1107,נתן גושן,באתי לחלום,0.6101108033240997,14,2019,2010
1108,בניה ברבי,תפסת לי מקום,0.7170212765957447,8,2019,2010
1109,אושר כהן,ברגעים שאת הולכת,0.576271186440678,13,2019,2010
1110,נוי פדלון,סוודר,0.43490838958534234,16,2019,2010
1111,עדן חסון,כפיות,0.6703910614525139,18,2019,2010
1112,אליעד,מסע,0.6509090909090909,15,2019,2010
1113,ים רפאלי,שהכאב ימצא לו חברים,0.48866498740554154,17,2019,2010
1114,מרגי,הזוג הזה,0.3287560581583199,20,2019,2010
1115,אייל גולן ובניה ברבי,ממה את מפחדת,0.4963680387409201,4,2019,2010
1116,אומני ישראל,שבט אחים ואחיות,0.580952380952381,5,2019,2010
1117,גיל ויין ורון בוחניק,צבעים,0.43452380952380953,7,2019,2010
1118,לירן דנינו,יש ימים,0.5491573033707865,9,2019,2010
1119,דניס לויד,Never Go Back,0.556640625,12,2019,2010
1120,עדן חסון,סיבובים,0.383399209486166,9,2020,2020
1121,חנן בן-ארי,שמש,0.47897196261682246,6,2020,2020
1122,עדן בן זקן,אגרוף,0.4857142857142857,8,2020,2020
1123,חנן בן-ארי,אם תרצי,0.6228070175438597,2,2020,2020
1124,אברהם טל,שבוע טוב,0.565068493150685,11,2020,2020
1125,עדן חסון,את חסרה לי,0.5696335078534032,13,2020,2020
1126,יהונתן מרגי,לא יוצא למסיבות,0.43113207547169813,14,2020,2020
1127,עקיבא תורג'מן,אל תעזבי ידיים,0.5694294940796556,7,2020,2020
1128,עידן רפאל חביב,שלמים,0.5794270833333334,1,2020,2020
1129,ג'ירפות,יש לי חור בלב בצורה שלך,0.2464065708418891,19,2020,2020
1130,נתן גושן וישי ריבו,נחכה לך,0.5248713550600344,10,2020,2020
1131,סטטיק ובן-אל תבורי עם נסרין קדרי,חביב אלבי,0.433886662850601,16,2020,2020
1132,נועה קירל,אם אתה גבר,0.32360922659430125,21,2020,2020
1133,אייל גולן,רכבת הרים,0.548922056384743,23,2020,2020
1134,אמיר דדון ושולי רנד,בין קודש לחול,0.3941717791411043,12,2020,2020
1135,איתי לוי,חצי בשבילי,0.39445300462249616,25,2020,2020
1136,קרן פלס ורוני אלטר,באת לי פתאום,0.4843462246777164,15,2020,2020
1137,דולי ופן עם דיקלה ועידן חביב,ואז את תראי,0.45376955903271693,4,2020,2020
1138,עדן חסון,מה עבר עליי,0.3721122112211221,29,2020,2020
1139,אליעד נחום,איפה את,0.33641975308641975,30,2020,2020
1140,עידן עמדי,אני רוצה,0.6401137980085349,31,2020,2020
1141,נועה קירל עם שחר סאול,מיליון דולר,0.36786296900489396,3,2020,2020
1142,דניס לויד,Alien,0.2848258706467662,17,2020,2020
1143,עקיבא תורג'מן,פשוטים,0.44649021864211735,24,2020,2020
1144,נתן גושן,חזרי אלי,0.4204035874439462,37,2020,2020
1145,ישי ריבו,כתר מלוכה,0.485921889191644,27,2020,2020
1146,ישי ריבו,סדר העבודה,0.5221036585365854,34,2020,2020
1147,עומר אדם,מים שקופים,0.5515587529976019,40,2020,2020
1148,בניה ברבי,קחי את הפחדים,0.3761658031088083,33,2020,2020
1149,בניה ברבי,במקום הכי רחוק,0.5709677419354838,36,2020,2020
1150,פול טראנק,עוד יום,0.47774480712166173,35,2020,2020
1151,דודו אהרון ועדן מאירי,בחלומות שלנו,0.4284210526315789,26,2020,2020
1152,יהונתן מרגי וסטפן לגר,דיבור נגוע,0.4613445378151261,28,2020,2020
1153,אמיר ובן וג'יין בורדו,תל אביב זה אני ואת,0.49938800489596086,32,2020,2020
1154,יסמין מועלם עם שקל,מסיבה,0.43890020366598775,39,2020,2020
